,ECLO
2997,3
2998,5
2999,6
3000,3
3001,5
3002,3
3003,3
3004,3
3005,3
3006,9
3007,8
3008,10
3009,3
3010,9
3011,1
3012,9
3013,3
3014,3
3015,5
3016,5
3017,3
3018,3
3019,5
3020,5
3021,5
3022,4
3023,5
3024,3
3025,4
3026,5
3027,6
3028,8
3029,5
3030,3
3031,3
3032,5
3033,3
3034,6
3035,3
3036,8
3037,6
3038,3
3039,3
3040,8
3041,3
3042,5
3043,3
3044,3
3045,1
3046,6
3047,4
3048,6
3049,3
3050,3
3051,3
3052,11
3053,1
3054,3
3055,3
3056,8
3057,5
3058,5
3059,5
3060,5
3061,3
3062,5
3063,3
3064,3
3065,3
3066,3
3067,3
3068,3
3069,5
3070,3
3071,3
3072,1
3073,1
3074,12
3075,6
3076,6
3077,3
3078,3
3079,16
3080,3
3081,8
3082,3
3083,3
3084,12
3085,5
3086,3
3087,5
3088,3
3089,3
3090,3
3091,6
3092,3
3093,6
3094,15
3095,3
3096,3
3097,5
3098,3
3099,3
3100,3
3101,3
3102,5
3103,5
3104,3
3105,5
3106,9
3107,1
3108,10
3109,5
3110,3
3111,5
3112,5
3113,3
3114,3
3115,3
3116,3
3117,9
3118,3
3119,3
3120,3
3121,5
3122,8
3123,3
3124,3
3125,3
3126,6
3127,3
3128,5
3129,5
3130,5
3131,1
3132,14
3133,5
3134,3
3135,3
3136,1
3137,3
3138,3
3139,3
3140,9
3141,21
3142,1
3143,8
3144,5
3145,6
3146,3
3147,3
3148,3
3149,4
3150,3
3151,3
3152,5
3153,1
3154,3
3155,3
3156,1
3157,4
3158,3
3159,3
3160,8
3161,1
3162,3
3163,3
3164,3
3165,24
3166,9
3167,3
3168,3
3169,3
3170,28
3171,12
3172,3
3173,6
3174,26
3175,12
3176,3
3177,3
3178,8
3179,5
3180,3
3181,4
3182,6
3183,1
3184,18
3185,3
3186,5
3187,3
3188,3
3189,3
3190,7
3191,10
3192,3
3193,6
3194,6
3195,3
3196,5
3197,5
3198,5
3199,3
3200,5
3201,3
3202,3
3203,3
3204,11
3205,5
3206,3
3207,3
3208,6
3209,5
3210,15
3211,3
3212,3
3213,10
3214,3
3215,4
3216,5
3217,3
3218,3
3219,3
3220,4
3221,4
3222,3
3223,3
3224,1
3225,3
3226,5
3227,6
3228,5
3229,3
3230,3
3231,6
3232,3
3233,8
3234,6
3235,6
3236,11
3237,8
3238,8
3239,6
3240,3
3241,1
3242,5
3243,3
3244,15
3245,3
3246,3
3247,5
3248,3
3249,3
3250,3
3251,6
3252,13
3253,3
3254,3
3255,3
3256,6
3257,3
3258,6
3259,3
3260,3
3261,3
3262,5
3263,1
3264,3
3265,3
3266,3
3267,5
3268,3
3269,5
3270,3
3271,8
3272,6
3273,3
3274,6
3275,1
3276,3
3277,15
3278,9
3279,6
3280,3
3281,6
3282,8
3283,3
3284,3
3285,1
3286,10
3287,3
3288,6
3289,6
3290,3
3291,3
3292,5
3293,6
3294,5
3295,3
3296,3
3297,3
3298,7
3299,1
3300,3
3301,5
3302,3
3303,15
3304,3
3305,1
3306,3
3307,3
3308,5
3309,3
3310,5
3311,5
3312,23
3313,5
3314,3
3315,10
3316,3
3317,6
3318,3
3319,3
3320,3
3321,1
3322,3
3323,1
3324,5
3325,5
3326,9
3327,5
3328,8
3329,5
3330,5
3331,3
3332,6
3333,5
3334,5
3335,3
3336,3
3337,12
3338,5
3339,9
3340,3
3341,5
3342,6
3343,5
3344,7
3345,1
3346,3
3347,18
3348,4
3349,9
3350,11
3351,6
3352,5
3353,5
3354,6
3355,3
3356,3
3357,6
3358,3
3359,3
3360,3
3361,3
3362,3
3363,3
3364,3
3365,12
3366,9
3367,6
3368,25
3369,5
3370,3
3371,6
3372,8
3373,5
3374,9
3375,15
3376,5
3377,6
3378,3
3379,9
3380,8
3381,3
3382,3
3383,5
3384,3
3385,3
3386,11
3387,10
3388,3
3389,5
3390,3
3391,5
3392,1
3393,6
3394,5
3395,3
3396,3
3397,3
3398,5
3399,4
3400,8
3401,5
3402,5
3403,5
3404,3
3405,3
3406,3
3407,15
3408,11
3409,13
3410,5
3411,8
3412,1
3413,5
3414,3
3415,3
3416,3
3417,12
3418,3
3419,5
3420,15
3421,3
3422,5
3423,9
3424,3
3425,11
3426,3
3427,9
3428,17
3429,6
3430,3
3431,3
3432,11
3433,3
3434,3
3435,6
3436,6
3437,5
3438,9
3439,5
3440,3
3441,3
3442,5
3443,4
3444,5
3445,5
3446,3
3447,3
3448,6
3449,5
3450,6
3451,17
3452,11
3453,3
3454,12
3455,15
3456,3
3457,3
3458,3
3459,14
3460,5
3461,3
3462,3
3463,3
3464,3
3465,6
3466,5
3467,3
3468,5
3469,5
3470,3
3471,10
3472,4
3473,6
3474,8
3475,10
3476,3
3477,5
3478,3
3479,8
3480,3
3481,6
3482,3
3483,3
3484,3
3485,3
3486,3
3487,5
3488,8
3489,3
3490,1
3491,6
3492,3
3493,3
3494,6
3495,3
3496,4
3497,3
3498,3
3499,8
3500,5
3501,3
3502,3
3503,9
3504,1
3505,12
3506,3
3507,3
3508,9
3509,3
3510,5
3511,8
3512,6
3513,3
3514,3
3515,5
3516,3
3517,4
3518,3
3519,3
3520,3
3521,3
3522,3
3523,5
3524,3
3525,3
3526,25
3527,3
3528,11
3529,3
3530,3
3531,3
3532,18
3533,5
3534,9
3535,3
3536,3
3537,11
3538,9
3539,3
3540,9
3541,3
3542,1
3543,3
3544,11
3545,1
3546,5
3547,3
3548,3
3549,3
3550,3
3551,1
3552,3
3553,8
3554,3
3555,3
3556,3
3557,3
3558,6
3559,6
3560,3
3561,8
3562,10
3563,4
3564,3
3565,3
3566,5
3567,3
3568,3
3569,7
3570,5
3571,1
3572,3
3573,9
3574,3
3575,5
3576,3
3577,5
3578,6
3579,6
3580,3
3581,9
3582,5
3583,3
3584,3
3585,3
3586,9
3587,9
3588,13
3589,3
3590,3
3591,9
3592,3
3593,1
3594,3
3595,3
3596,3
3597,8
3598,5
3599,1
3600,8
3601,5
3602,5
3603,10
3604,1
3605,5
3606,1
3607,9
3608,5
3609,3
3610,1
3611,3
3612,3
3613,3
3614,4
3615,3
3616,5
3617,3
3618,5
3619,3
3620,3
3621,1
3622,3
3623,6
3624,3
3625,5
3626,5
3627,3
3628,6
3629,5
3630,9
3631,3
3632,1
3633,14
3634,3
3635,5
3636,5
3637,4
3638,4
3639,5
3640,3
3641,3
3642,3
3643,5
3644,3
3645,3
3646,3
3647,3
3648,9
3649,5
3650,3
3651,1
3652,6
3653,9
3654,9
3655,5
3656,3
3657,3
3658,3
3659,3
3660,1
3661,5
3662,9
3663,15
3664,5
3665,3
3666,11
3667,3
3668,5
3669,4
3670,3
3671,9
3672,5
3673,24
3674,6
3675,5
3676,6
3677,6
3678,5
3679,4
3680,3
3681,5
3682,3
3683,6
3684,6
3685,5
3686,5
3687,9
3688,1
3689,5
3690,3
3691,6
3692,5
3693,3
3694,3
3695,3
3696,5
3697,6
3698,3
3699,3
3700,3
3701,6
3702,6
3703,3
3704,3
3705,5
3706,3
3707,3
3708,3
3709,9
3710,5
3711,5
3712,3
3713,3
3714,3
3715,6
3716,3
3717,1
3718,3
3719,3
3720,11
3721,3
3722,4
3723,3
3724,9
3725,3
3726,3
3727,3
3728,3
3729,3
3730,3
3731,3
3732,3
3733,3
3734,1
3735,3
3736,3
3737,4
3738,5
3739,20
3740,8
3741,3
3742,4
3743,1
3744,5
3745,3
3746,6
3747,6
3748,3
3749,5
3750,3
3751,3
3752,3
3753,9
3754,8
3755,3
3756,5
3757,3
3758,6
3759,5
3760,5
3761,3
3762,3
3763,3
3764,5
3765,3
3766,12
3767,3
3768,10
3769,3
3770,6
3771,3
3772,3
3773,3
3774,1
3775,3
3776,3
3777,3
3778,1
3779,8
3780,3
3781,3
3782,6
3783,3
3784,1
3785,3
3786,3
3787,5
3788,5
3789,3
3790,8
3791,4
3792,3
3793,5
3794,5
3795,3
3796,5
3797,3
3798,3
3799,6
3800,5
3801,3
3802,3
3803,12
3804,5
3805,3
3806,5
3807,6
3808,5
3809,5
3810,5
3811,3
3812,1
3813,3
3814,1
3815,1
3816,3
3817,3
3818,5
3819,3
3820,6
3821,5
3822,3
3823,3
3824,1
3825,3
3826,3
3827,3
3828,9
3829,4
3830,3
3831,3
3832,3
3833,5
3834,10
3835,1
3836,3
3837,3
3838,6
3839,5
3840,3
3841,6
3842,4
3843,3
3844,9
3845,6
3846,3
3847,4
3848,5
3849,4
3850,3
3851,3
3852,5
3853,8
3854,9
3855,3
3856,3
3857,5
3858,3
3859,5
3860,6
3861,1
3862,3
3863,9
3864,3
3865,6
3866,3
3867,3
3868,3
3869,6
3870,1
3871,3
3872,3
3873,3
3874,3
3875,5
3876,3
3877,10
3878,3
3879,5
3880,1
3881,5
3882,9
3883,3
3884,6
3885,3
3886,3
3887,6
3888,5
3889,11
3890,5
3891,11
3892,8
3893,3
3894,13
3895,3
3896,6
3897,1
3898,3
3899,9
3900,3
3901,6
3902,8
3903,5
3904,5
3905,1
3906,6
3907,6
3908,6
3909,3
3910,1
3911,14
3912,3
3913,6
3914,5
3915,21
3916,3
3917,3
3918,15
3919,3
3920,5
3921,6
3922,3
3923,7
3924,5
3925,9
3926,5
3927,3
3928,6
3929,3
3930,3
3931,3
3932,3
3933,3
3934,3
3935,6
3936,5
3937,5
3938,1
3939,2
3940,3
3941,3
3942,3
3943,5
3944,6
3945,3
3946,3
3947,3
3948,3
3949,5
3950,5
3951,6
3952,3
3953,3
3954,3
3955,6
3956,3
3957,6
3958,3
3959,3
3960,4
3961,1
3962,10
3963,11
3964,8
3965,2
3966,3
3967,17
3968,8
3969,3
3970,1
3971,8
3972,3
3973,5
3974,3
3975,1
3976,5
3977,8
3978,8
3979,5
3980,6
3981,3
3982,3
3983,3
3984,3
3985,11
3986,6
3987,3
3988,5
3989,2
3990,3
3991,3
3992,5
3993,5
3994,5
3995,5
3996,3
3997,6
3998,1
3999,6
4000,5
4001,5
4002,9
4003,3
4004,3
4005,3
4006,6
4007,10
4008,1
4009,3
4010,6
4011,6
4012,13
4013,5
4014,3
4015,3
4016,5
4017,6
4018,3
4019,11
4020,3
4021,3
4022,3
4023,5
4024,5
4025,6
4026,3
4027,3
4028,3
4029,13
4030,5
4031,8
4032,3
4033,3
4034,3
4035,6
4036,4
4037,5
4038,6
4039,5
4040,8
4041,1
4042,5
4043,3
4044,3
4045,3
4046,3
4047,3
4048,3
4049,4
4050,3
4051,6
4052,9
4053,3
4054,5
4055,5
4056,3
4057,5
4058,5
4059,3
4060,3
4061,9
4062,1
4063,3
4064,3
4065,5
4066,5
4067,6
4068,3
4069,6
4070,5
4071,3
4072,3
4073,5
4074,5
4075,3
4076,6
4077,6
4078,3
4079,6
4080,5
4081,3
4082,3
4083,3
4084,3
4085,3
4086,6
4087,3
4088,2
4089,5
4090,9
4091,6
4092,3
4093,6
4094,3
4095,15
4096,5
4097,3
4098,6
4099,6
4100,3
4101,3
4102,3
4103,3
4104,5
4105,3
4106,5
4107,3
4108,5
4109,3
4110,3
4111,5
4112,5
4113,3
4114,3
4115,5
4116,3
4117,5
4118,5
4119,3
4120,3
4121,5
4122,3
4123,3
4124,3
4125,3
4126,5
4127,5
4128,3
4129,3
4130,3
4131,1
4132,1
4133,1
4134,4
4135,9
4136,5
4137,3
4138,3
4139,5
4140,4
4141,3
4142,7
4143,3
4144,3
4145,11
4146,3
4147,3
4148,3
4149,6
4150,5
4151,3
4152,1
4153,3
4154,9
4155,8
4156,5
4157,3
4158,3
4159,17
4160,2
4161,3
4162,3
4163,3
4164,6
4165,3
4166,3
4167,16
4168,6
4169,6
4170,3
4171,1
4172,10
4173,3
4174,1
4175,9
4176,8
4177,3
4178,6
4179,5
4180,5
4181,5
4182,3
4183,5
4184,1
4185,3
4186,3
4187,3
4188,1
4189,10
4190,11
4191,8
4192,5
4193,5
4194,3
4195,3
4196,3
4197,5
4198,5
4199,6
4200,5
4201,3
4202,3
4203,6
4204,3
4205,3
4206,3
4207,9
4208,5
4209,8
4210,5
4211,6
4212,3
4213,3
4214,1
4215,3
4216,5
4217,1
4218,3
4219,6
4220,6
4221,5
4222,3
4223,9
4224,5
4225,3
4226,3
4227,5
4228,3
4229,5
4230,3
4231,3
4232,3
4233,3
4234,3
4235,5
4236,3
4237,4
4238,3
4239,9
4240,3
4241,3
4242,5
4243,3
4244,3
4245,3
4246,2
4247,3
4248,5
4249,3
4250,3
4251,9
4252,10
4253,5
4254,5
4255,3
4256,3
4257,3
4258,8
4259,3
4260,6
4261,6
4262,6
4263,6
4264,5
4265,5
4266,1
4267,5
4268,3
4269,3
4270,1
4271,3
4272,6
4273,9
4274,9
4275,6
4276,3
4277,6
4278,5
4279,3
4280,6
4281,3
4282,3
4283,3
4284,5
4285,3
4286,1
4287,5
4288,9
4289,12
4290,6
4291,4
4292,5
4293,3
4294,5
4295,5
4296,10
4297,6
4298,10
4299,3
4300,9
4301,3
4302,10
4303,3
4304,3
4305,11
4306,9
4307,3
4308,9
4309,3
4310,4
4311,6
4312,8
4313,1
4314,3
4315,9
4316,5
4317,3
4318,3
4319,11
4320,3
4321,5
4322,3
4323,3
4324,3
4325,6
4326,5
4327,5
4328,3
4329,3
4330,5
4331,5
4332,3
4333,3
4334,3
4335,5
4336,3
4337,3
4338,3
4339,1
4340,6
4341,3
4342,3
4343,4
4344,5
4345,3
4346,3
4347,5
4348,3
4349,3
4350,3
4351,7
4352,9
4353,3
4354,3
4355,9
4356,5
4357,3
4358,9
4359,5
4360,15
4361,3
4362,3
4363,3
4364,3
4365,3
4366,15
4367,5
4368,3
4369,5
4370,5
4371,6
4372,6
4373,8
4374,3
4375,12
4376,17
4377,5
4378,1
4379,5
4380,11
4381,6
4382,3
4383,9
4384,5
4385,8
4386,8
4387,3
4388,3
4389,6
4390,3
4391,1
4392,3
4393,3
4394,3
4395,5
4396,3
4397,6
4398,4
4399,6
4400,6
4401,3
4402,9
4403,1
4404,3
4405,3
4406,5
4407,3
4408,1
4409,8
4410,6
4411,3
4412,5
4413,6
4414,3
4415,5
4416,3
4417,6
4418,3
4419,3
4420,5
4421,8
4422,9
4423,5
4424,5
4425,3
4426,7
4427,3
4428,6
4429,1
4430,5
4431,3
4432,8
4433,3
4434,3
4435,5
4436,3
4437,6
4438,3
4439,3
4440,8
4441,5
4442,3
4443,1
4444,8
4445,3
4446,3
4447,3
4448,6
4449,9
4450,3
4451,5
4452,4
4453,3
4454,3
4455,5
4456,9
4457,5
4458,3
4459,6
4460,5
4461,3
4462,5
4463,3
4464,12
4465,3
4466,6
4467,6
4468,5
4469,6
4470,3
4471,9
4472,4
4473,6
4474,5
4475,10
4476,3
4477,5
4478,8
4479,5
4480,5
4481,6
4482,5
4483,5
4484,5
4485,5
4486,3
4487,3
4488,3
4489,3
4490,3
4491,12
4492,3
4493,3
4494,3
4495,3
4496,3
4497,21
4498,7
4499,3
4500,7
4501,5
4502,3
4503,3
4504,3
4505,6
4506,3
4507,3
4508,3
4509,3
4510,3
4511,3
4512,12
4513,5
4514,3
4515,5
4516,4
4517,6
4518,6
4519,6
4520,5
4521,4
4522,3
4523,3
4524,3
4525,3
4526,3
4527,6
4528,5
4529,3
4530,6
4531,3
4532,5
4533,8
4534,5
4535,3
4536,3
4537,6
4538,5
4539,3
4540,3
4541,6
4542,5
4543,5
4544,1
4545,3
4546,5
4547,4
4548,1
4549,3
4550,10
4551,19
4552,9
4553,2
4554,6
4555,3
4556,3
4557,6
4558,9
4559,3
4560,3
4561,12
4562,9
4563,3
4564,6
4565,3
4566,5
4567,5
4568,1
4569,6
4570,6
4571,6
4572,3
4573,3
4574,5
4575,6
4576,3
4577,1
4578,3
4579,6
4580,3
4581,5
4582,3
4583,9
4584,5
4585,6
4586,3
4587,1
4588,3
4589,3
4590,3
4591,1
4592,13
4593,5
4594,3
4595,5
4596,12
4597,3
4598,6
4599,3
4600,5
4601,3
4602,3
4603,3
4604,3
4605,9
4606,3
4607,5
4608,6
4609,9
4610,1
4611,5
4612,9
4613,9
4614,3
4615,3
4616,3
4617,10
4618,3
4619,6
4620,3
4621,15
4622,3
4623,1
4624,3
4625,13
4626,3
4627,16
4628,3
4629,8
4630,3
4631,12
4632,3
4633,5
4634,1
4635,3
4636,3
4637,5
4638,3
4639,1
4640,8
4641,5
4642,4
4643,8
4644,8
4645,1
4646,5
4647,1
4648,5
4649,6
4650,3
4651,5
4652,4
4653,7
4654,6
4655,5
4656,6
4657,12
4658,6
4659,3
4660,6
4661,5
4662,3
4663,11
4664,5
4665,3
4666,3
4667,3
4668,6
4669,3
4670,23
4671,5
4672,3
4673,3
4674,5
4675,5
4676,5
4677,3
4678,3
4679,10
4680,3
4681,9
4682,18
4683,3
4684,3
4685,5
4686,3
4687,3
4688,4
4689,9
4690,3
4691,5
4692,5
4693,5
4694,15
4695,6
4696,3
4697,3
4698,1
4699,6
4700,8
4701,3
4702,3
4703,6
4704,1
4705,3
4706,3
4707,7
4708,1
4709,9
4710,3
4711,3
4712,5
4713,5
4714,3
4715,5
4716,12
4717,3
4718,5
4719,3
4720,19
4721,4
4722,5
4723,6
4724,11
4725,3
4726,1
4727,5
4728,5
4729,3
4730,3
4731,6
4732,3
4733,5
4734,5
4735,5
4736,5
4737,6
4738,1
4739,5
4740,3
4741,4
4742,3
4743,3
4744,3
4745,6
4746,5
4747,4
4748,3
4749,5
4750,18
4751,8
4752,6
4753,6
4754,3
4755,3
4756,3
4757,3
4758,3
4759,3
4760,5
4761,10
4762,3
4763,1
4764,3
4765,3
4766,3
4767,12
4768,5
4769,5
4770,6
4771,8
4772,1
4773,1
4774,12
4775,11
4776,5
4777,5
4778,3
4779,3
4780,13
4781,5
4782,3
4783,5
4784,3
4785,3
4786,3
4787,5
4788,9
4789,5
4790,5
4791,5
4792,3
4793,11
4794,3
4795,9
4796,3
4797,6
4798,1
4799,3
4800,5
4801,3
4802,5
4803,9
4804,3
4805,9
4806,3
4807,5
4808,3
4809,3
4810,3
4811,3
4812,3
4813,12
4814,3
4815,3
4816,5
4817,3
4818,1
4819,9
4820,1
4821,6
4822,6
4823,5
4824,3
4825,6
4826,3
4827,9
4828,3
4829,1
4830,3
4831,3
4832,3
4833,3
4834,4
4835,3
4836,3
4837,3
4838,3
4839,4
4840,12
4841,3
4842,7
4843,3
4844,6
4845,3
4846,5
4847,10
4848,5
4849,3
4850,3
4851,3
4852,3
4853,8
4854,5
4855,3
4856,3
4857,3
4858,3
4859,6
4860,1
4861,3
4862,6
4863,3
4864,6
4865,3
4866,5
4867,5
4868,5
4869,3
4870,3
4871,6
4872,11
4873,5
4874,1
4875,5
4876,9
4877,5
4878,3
4879,14
4880,9
4881,1
4882,8
4883,3
4884,5
4885,5
4886,8
4887,4
4888,1
4889,5
4890,3
4891,3
4892,6
4893,6
4894,3
4895,3
4896,5
4897,3
4898,3
4899,8
4900,5
4901,5
4902,9
4903,5
4904,3
4905,5
4906,3
4907,1
4908,6
4909,14
4910,1
4911,3
4912,3
4913,5
4914,12
4915,6
4916,3
4917,12
4918,6
4919,16
4920,13
4921,11
4922,5
4923,17
4924,3
4925,3
4926,10
4927,9
4928,5
4929,3
4930,5
4931,1
4932,3
4933,5
4934,3
4935,1
4936,9
4937,5
4938,3
4939,3
4940,3
4941,3
4942,3
4943,3
4944,8
4945,3
4946,14
4947,3
4948,9
4949,3
4950,3
4951,3
4952,5
4953,3
4954,5
4955,3
4956,6
4957,9
4958,5
4959,8
4960,3
4961,3
4962,3
4963,13
4964,3
4965,5
4966,3
4967,3
4968,3
4969,6
4970,3
4971,3
4972,3
4973,3
4974,3
4975,31
4976,8
4977,3
4978,3
4979,3
4980,3
4981,3
4982,3
4983,3
4984,3
4985,3
4986,3
4987,3
4988,5
4989,3
4990,3
4991,5
4992,1
4993,3
4994,3
4995,3
4996,3
4997,6
4998,4
4999,6
5000,3
5001,6
5002,6
5003,6
5004,6
5005,3
5006,5
5007,3
5008,3
5009,3
5010,10
5011,5
5012,8
5013,6
5014,3
5015,3
5016,3
5017,5
5018,5
5019,6
5020,5
5021,5
5022,6
5023,3
5024,3
5025,5
5026,3
5027,3
5028,3
5029,6
5030,9
5031,3
5032,6
5033,3
5034,5
5035,6
5036,3
5037,3
5038,3
5039,1
5040,5
5041,3
5042,5
5043,3
5044,10
5045,6
5046,3
5047,1
5048,3
5049,4
5050,3
5051,3
5052,3
5053,3
5054,6
5055,3
5056,5
5057,3
5058,6
5059,6
5060,3
5061,3
5062,3
5063,3
5064,5
5065,3
5066,9
5067,5
5068,8
5069,3
5070,3
5071,3
5072,1
5073,3
5074,3
5075,3
5076,9
5077,3
5078,3
5079,5
5080,3
5081,3
5082,3
5083,3
5084,1
5085,3
5086,3
5087,5
5088,5
5089,5
5090,3
5091,9
5092,14
5093,5
5094,3
5095,3
5096,7
5097,3
5098,1
5099,1
5100,3
5101,10
5102,3
5103,3
5104,3
5105,6
5106,6
5107,5
5108,3
5109,5
5110,3
5111,3
5112,1
5113,3
5114,6
5115,3
5116,3
5117,3
5118,14
5119,5
5120,8
5121,1
5122,3
5123,5
5124,3
5125,3
5126,1
5127,7
5128,6
5129,1
5130,3
5131,5
5132,5
5133,6
5134,9
5135,1
5136,3
5137,5
5138,12
5139,8
5140,2
5141,3
5142,3
5143,3
5144,8
5145,1
5146,3
5147,3
5148,3
5149,4
5150,21
5151,3
5152,15
5153,3
5154,2
5155,3
5156,3
5157,12
5158,1
5159,9
5160,3
5161,9
5162,3
5163,4
5164,3
5165,3
5166,5
5167,3
5168,6
5169,15
5170,6
5171,3
5172,3
5173,5
5174,6
5175,6
5176,5
5177,3
5178,1
5179,6
5180,6
5181,5
5182,6
5183,6
5184,6
5185,5
5186,3
5187,3
5188,3
5189,3
5190,3
5191,3
5192,3
5193,6
5194,3
5195,3
5196,9
5197,6
5198,12
5199,3
5200,3
5201,3
5202,3
5203,12
5204,1
5205,5
5206,12
5207,1
5208,3
5209,6
5210,1
5211,6
5212,5
5213,3
5214,3
5215,9
5216,5
5217,6
5218,3
5219,5
5220,3
5221,8
5222,3
5223,3
5224,5
5225,3
5226,3
5227,1
5228,8
5229,3
5230,5
5231,5
5232,6
5233,13
5234,9
5235,5
5236,3
5237,3
5238,5
5239,3
5240,3
5241,12
5242,3
5243,3
5244,3
5245,3
5246,3
5247,3
5248,4
5249,5
5250,9
5251,5
5252,3
5253,3
5254,3
5255,6
5256,5
5257,3
5258,3
5259,9
5260,4
5261,3
5262,3
5263,5
5264,3
5265,6
5266,5
5267,15
5268,5
5269,5
5270,5
5271,3
5272,9
5273,6
5274,6
5275,3
5276,1
5277,5
5278,30
5279,3
5280,3
5281,3
5282,4
5283,6
5284,5
5285,6
5286,3
5287,3
5288,6
5289,5
5290,1
5291,3
5292,1
5293,3
5294,1
5295,3
5296,3
5297,5
5298,3
5299,5
5300,4
5301,1
5302,6
5303,3
5304,5
5305,3
5306,13
5307,3
5308,3
5309,5
5310,9
5311,9
5312,8
5313,3
5314,3
5315,3
5316,3
5317,3
5318,3
5319,1
5320,3
5321,3
5322,3
5323,6
5324,3
5325,5
5326,5
5327,3
5328,3
5329,3
5330,3
5331,5
5332,1
5333,5
5334,5
5335,5
5336,5
5337,5
5338,3
5339,3
5340,6
5341,3
5342,3
5343,3
5344,3
5345,6
5346,3
5347,3
5348,3
5349,5
5350,5
5351,5
5352,3
5353,3
5354,3
5355,3
5356,5
5357,6
5358,47
5359,5
5360,6
5361,1
5362,6
5363,3
5364,5
5365,3
5366,3
5367,1
5368,3
5369,3
5370,1
5371,11
5372,3
5373,3
5374,3
5375,11
5376,5
5377,5
5378,5
5379,6
5380,3
5381,5
5382,5
5383,3
5384,1
5385,3
5386,3
5387,3
5388,1
5389,3
5390,7
5391,3
5392,5
5393,1
5394,3
5395,5
5396,8
5397,3
5398,3
5399,3
5400,3
5401,5
5402,3
5403,3
5404,5
5405,9
5406,12
5407,3
5408,14
5409,3
5410,1
5411,5
5412,5
5413,3
5414,1
5415,5
5416,1
5417,6
5418,3
5419,6
5420,5
5421,1
5422,3
5423,3
5424,5
5425,3
5426,9
5427,3
5428,6
5429,5
5430,3
5431,3
5432,3
5433,12
5434,5
5435,5
5436,5
5437,5
5438,9
5439,14
5440,6
5441,3
5442,5
5443,3
5444,14
5445,3
5446,3
5447,12
5448,3
5449,5
5450,3
5451,3
5452,3
5453,3
5454,3
5455,3
5456,3
5457,6
5458,1
5459,5
5460,3
5461,3
5462,3
5463,6
5464,3
5465,8
5466,3
5467,11
5468,1
5469,8
5470,3
5471,9
5472,3
5473,3
5474,5
5475,9
5476,6
5477,3
5478,6
5479,5
5480,3
5481,3
5482,3
5483,5
5484,3
5485,3
5486,9
5487,1
5488,14
5489,3
5490,3
5491,3
5492,3
5493,6
5494,3
5495,5
5496,6
5497,5
5498,5
5499,3
5500,9
5501,3
5502,5
5503,5
5504,5
5505,3
5506,5
5507,3
5508,6
5509,5
5510,5
5511,5
5512,3
5513,3
5514,18
5515,3
5516,9
5517,5
5518,3
5519,3
5520,3
5521,4
5522,5
5523,6
5524,3
5525,3
5526,4
5527,5
5528,5
5529,9
5530,1
5531,1
5532,3
5533,3
5534,11
5535,3
5536,3
5537,3
5538,3
5539,3
5540,13
5541,5
5542,3
5543,3
5544,3
5545,5
5546,10
5547,5
5548,6
5549,5
5550,6
5551,3
5552,3
5553,6
5554,3
5555,5
5556,5
5557,4
5558,6
5559,1
5560,5
5561,1
5562,5
5563,5
5564,5
5565,3
5566,3
5567,1
5568,1
5569,3
5570,3
5571,5
5572,3
5573,5
5574,6
5575,5
5576,5
5577,10
5578,3
5579,13
5580,3
5581,3
5582,6
5583,9
5584,6
5585,6
5586,6
5587,3
5588,6
5589,6
5590,8
5591,11
5592,3
5593,4
5594,6
5595,9
5596,3
5597,3
5598,3
5599,5
5600,9
5601,5
5602,10
5603,5
5604,10
5605,3
5606,5
5607,3
5608,3
5609,3
5610,6
5611,3
5612,9
5613,3
5614,5
5615,3
5616,5
5617,5
5618,3
5619,3
5620,3
5621,8
5622,5
5623,5
5624,5
5625,3
5626,3
5627,3
5628,5
5629,3
5630,7
5631,5
5632,3
5633,3
5634,3
5635,1
5636,6
5637,3
5638,8
5639,1
5640,3
5641,5
5642,5
5643,5
5644,3
5645,6
5646,7
5647,5
5648,1
5649,3
5650,6
5651,1
5652,3
5653,3
5654,5
5655,3
5656,3
5657,3
5658,3
5659,5
5660,3
5661,5
5662,3
5663,3
5664,5
5665,5
5666,3
5667,5
5668,3
5669,1
5670,10
5671,5
5672,1
5673,10
5674,5
5675,3
5676,5
5677,9
5678,26
5679,1
5680,5
5681,3
5682,3
5683,1
5684,3
5685,3
5686,6
5687,7
5688,3
5689,3
5690,6
5691,5
5692,5
5693,3
5694,5
5695,15
5696,3
5697,5
5698,6
5699,3
5700,5
5701,3
5702,6
5703,3
5704,3
5705,3
5706,3
5707,1
5708,3
5709,3
5710,3
5711,3
5712,3
5713,3
5714,5
5715,1
5716,1
5717,5
5718,3
5719,3
5720,3
5721,3
5722,5
5723,3
5724,3
5725,6
5726,1
5727,1
5728,3
5729,4
5730,5
5731,6
5732,11
5733,10
5734,3
5735,3
5736,5
5737,3
5738,6
5739,11
5740,5
5741,3
5742,9
5743,3
5744,3
5745,8
5746,3
5747,3
5748,8
5749,18
5750,3
5751,5
5752,6
5753,5
5754,6
5755,3
5756,3
5757,5
5758,3
5759,10
5760,1
5761,3
5762,3
5763,3
5764,6
5765,3
5766,1
5767,3
5768,3
5769,3
5770,6
5771,5
5772,1
5773,3
5774,3
5775,6
5776,3
5777,5
5778,3
5779,3
5780,6
5781,3
5782,5
5783,5
5784,3
5785,1
5786,3
5787,12
5788,3
5789,5
5790,5
5791,5
5792,9
5793,3
5794,3
